id,name,is_natural,region_id,winery_id,ratings_average,ratings_count,url,acidity,fizziness,intensity,sweetness,tannin,user_structure_count
86578,Barolo Cerequio,0,504,1945,4.3,3839,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201486,4.5820665,,3.8003113,1.6345333,4.4023557,211.0
86666,Charmes-Chambertin Grand Cru,0,2204,11678,4.4,709,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50DPCHC19B,4.2005577,,3.1973243,1.8818123,2.8281336,71.0
86684,Brut Champagne,0,409,212823,4.6,146377,http://www.vivino.com/wines/3443678,4.3640895,4.2735925,3.9627125,,,13491.0
86685,Scharzhofberger Riesling Kabinett,0,3150,2197,4.4,3047,https://www.grandcruwijnen.nl/2020-egon-muller-scharzhof-scharzhofberger-kabinett,4.710466,,2.968785,2.31888,,319.0
86686,Scharzhofberger Riesling Spätlese,0,3150,2197,4.4,1564,https://www.grandcruwijnen.nl/2021-egon-muller-zu-scharzhof-scharzhofberger-spatlese,4.656243,,3.012136,2.6068308,,170.0
86698,Buisson Renard,0,759,1702,4.3,2119,https://www.grandcruwijnen.nl/2018-domaine-didier-dagueneau-buisson-renard,3.9708703,,2.2949655,1.5200801,,59.0
87114,Rocche di Castiglione Barolo,0,504,2341,4.3,2397,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00BRRO17B,4.501871,,3.774647,1.5060189,4.1884637,152.0
87360,Beckstoffer To Kalon Vineyard Cabernet Sauvignon,0,42,11693,4.6,1557,https://joyvino.be/products/paul-hobbs-beckstoffer-to-kalon-vineyard-cabernet-sauvignon-2005,3.356546,,4.781501,1.6047927,3.3129437,86.0
87514,Gallina Barbaresco,0,722,6457,4.4,1017,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00PBUSGA17B,4.612218,,3.6235962,1.6368595,3.9500387,47.0
87552,Châteauneuf-du-Pape,0,401,1523,4.7,7544,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70RACNPR00B,3.0970612,,4.3464823,2.080589,2.7852674,318.0
87554,Châteauneuf-du-Pape Réservé Blanc,0,401,1523,4.4,668,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70RACNPB07B,3.2144742,,3.5249465,1.9536152,,15.0
87674,Bolgheri Superiore,0,3345,244651,4.3,14242,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203170,3.4662778,,3.9200654,1.6885566,3.933463,445.0
87760,Tessons Clos de Mon Plaisir Meursault,0,2246,25672,4.4,761,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ROTE02B,3.2486935,,3.8117511,1.8588678,,62.0
88177,Chambertin Grand Cru,0,2201,11744,4.7,3401,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203020,4.1259604,,3.1480017,1.904137,2.6704326,273.0
88470,Barbaresco Rabajà,0,722,2200,4.3,5469,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201417,4.594954,,3.727336,1.5450536,4.004881,168.0
88757,Harimann Montepulciano d'Abruzzo,0,2734,11763,4.4,1086,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=30PASMH00B,3.9217417,,3.3390372,1.7084829,3.3048418,24.0
89195,Côte à Côte Estate,0,684,1475,4.4,1133,https://www.grandcruwijnen.nl/2020-l-aventure-winery-estate-cote-a-cote,3.6084716,,4.8672338,1.6764214,3.468108,51.0
89750,Amarone della Valpolicella Monte Lodoletta,0,1804,1852,4.7,7947,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203052,2.235851,,4.8174415,3.3512034,2.4933603,278.0
89753,Valpolicella Superiore Monte Lodoletta,0,483,1852,4.5,13024,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1900360,3.5089638,,3.4422984,2.3023562,2.86965,156.0
89754,Recioto della Valpolicella (Monte Lodoletta),0,1808,1852,4.6,227,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20DFRE90B,,,,,,
89900,L'Apparita,0,394,2170,4.4,3836,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10AMAP07B,3.1353738,,3.4543076,1.8096386,3.0418284,311.0
91173,Pommard 1er Cru Les Rugiens-Bas,0,3021,16997,4.3,592,https://hermanwines.com/products/pommard-1c-rugiens-bas-de-montille-2013-r-1-5l,3.80164,,2.654732,1.7258958,2.2637491,22.0
91569,Calle Merlot Rosso Veronese,0,3107,11835,4.4,1053,https://www.colaris.com/catalog/product/view/id/49916,2.3299327,,4.1448603,2.4370124,2.9226327,60.0
92256,Bonnes Mares Grand Cru,0,2216,1537,4.4,452,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50BCBM20B,4.127239,,3.1392105,1.7079902,2.7849274,75.0
92600,Beyond the Clouds,0,661,4208,4.4,4760,https://www.seulementproduitsitaliens.be/vino/elena-walch/391-beyond-the-clouds-elena-walch.html?codice=ELW018-2021,3.2295082,,3.8935277,2.3078306,,444.0
92702,Barolo Ciabot Mentin Ginestra,0,504,1514,4.3,3525,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00CLCM06B,4.607701,,3.9292097,1.6148766,4.4585395,235.0
94692,Cabernet Sauvignon Coeur De Vallée,0,42,3199,4.6,544,https://www.grandcruwijnen.nl/2019-morlet-family-vineyards-cabernet-sauvignon-coeur-de-vallee,3.6127534,,4.6128716,1.5982896,3.4367423,46.0
94749,Percarlo,0,394,2004,4.3,4808,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=10GRPE18B,3.213206,,3.3848717,1.7772601,3.251966,522.0
94752,La Ricolma,0,394,2004,4.2,1525,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10GRRI16B,3.1633458,,3.368209,1.7745955,3.0506861,164.0
94816,Lupicaia,0,394,2431,4.4,4414,https://www.seulementproduitsitaliens.be/vino/castello-del-terriccio/11040-castello-del-terriccio-lupicaia.html?codice=VSC143-2016,3.1440911,,3.582856,1.7940733,3.1133897,445.0
94912,Cabernet Sauvignon,0,324,984,4.5,3087,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80LVCS09B,3.8692966,,3.9644887,1.5403899,3.7955115,67.0
95444,Pomerol,0,555,1264,4.3,11885,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/chateau-clinet/26387-chateau-clinet-pomerol.html?codice=PLG1360,3.425362,,4.233659,1.6924726,3.5278409,345.0
96049,Nebro Ribera del Duero,0,405,1855,4.4,647,https://www.grandcruwijnen.nl/2019-finca-villacreces-nebro,3.786551,,4.016074,1.6623546,3.627431,67.0
96337,L'Extravagant de Doisy-Daëne Sauternes,0,432,1607,4.6,465,https://www.vanoudsdezwaan.nl/chateau-doisy-daene-extravagant-de-doisy-114380846.html,4.4039354,,4.838194,4.980402,,20.0
97710,Les Manyes,1,463,12080,4.4,924,https://www.labuenavida.be/spaanse-wijn/terroir-al-limit/les-manyes/3827,3.5719585,,4.350286,1.6663749,3.4206765,66.0
98032,Bonnes-Mares Grand Cru,0,2216,12083,4.5,1208,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50GRBM19B,4.071169,,3.0593357,2.1367705,2.5839636,131.0
98164,La Grande Rue Grand Cru Monopole,0,2224,1910,4.4,1496,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50LAGR19M,4.36568,,3.0997167,1.8830159,2.6970747,60.0
98363,Chambolle-Musigny Premier Cru Les Charmes,0,3016,1543,4.4,364,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/lucien-le-moine/17312-lucien-le-moine-chambolle-musigny-premier-cru-les-feusselottes.html?codice=GAI154,4.2270317,,2.9881806,2.0298634,2.6164844,28.0
98586,Brunello di Montalcino,0,1796,12058,4.5,2623,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10CERBR11M,3.877622,,3.150887,1.8619267,3.622076,151.0
98835,La Cueva del Contador Rioja,0,492,2148,4.3,4013,https://www.grandcruwijnen.nl/2018-benjamin-romeo-la-cueva-del-contador,3.7476807,,3.8985107,1.897477,3.8145914,397.0
98838,Contador Rioja,0,492,2148,4.6,2240,https://www.grandcruwijnen.nl/2016-benjamin-romeo-contador,3.5871537,,4.003164,1.7535176,3.7109313,190.0
99224,Maya,0,42,1393,4.6,1570,https://www.grandcruwijnen.nl/2018-dalla-valle-maya,3.8841164,,4.755611,1.8834581,3.5358036,59.0
99351,Finca Garbet,0,1786,4957,4.6,573,https://www.wereldwijnonline.be/castillo-perelada-finca-garbet-spanje-rode-wijn.html,3.0190568,,3.9587526,1.7993909,3.1087425,50.0
99556,Quincha Corral,0,1744,12129,4.4,1230,https://www.labuenavida.be/spaanse-wijn/mustiguillo/quincha-corral/4051,3.2945478,,3.973072,1.7725737,3.289507,83.0
99572,Rioja Reserva,0,492,12131,4.4,13544,https://www.labuenavida.be/spaanse-wijn/remirez-de-ganuza/remirez-de-ganuza-reserva/4098,3.6719735,,3.9748554,1.6925775,3.7801104,1257.0
99584,Trasnocho,0,492,12131,4.5,3399,https://www.labuenavida.be/spaanse-wijn/remirez-de-ganuza/trasnocho/3269,3.7219884,,4.0481725,1.871458,3.795829,315.0
100047,Chambolle-Musigny,0,2215,1444,4.3,3455,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ROCM19B,4.0891213,,3.0320046,1.8960234,2.600401,352.0
100492,Clos de la Coulée de Serrant,1,2300,53258,4.3,8365,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70JOCO08B,4.7550335,,2.5083046,1.8554152,,216.0
100694,Cuvée Madame Barsac,0,2141,11224,4.5,94,https://hermanwines.com/products/coutet-madame-sauternes-barsac-1989-w-0-75l-bs,4.267254,,4.579713,4.910492,,4.0
738148,Clos de L'Obac,0,463,2460,4.4,2588,https://www.labuenavida.be/spaanse-wijn/clos-de-l-obac/clos-de-l-obac/4659,3.516844,,4.595913,1.709223,3.325913,135.0
738156,Miserere,0,463,2460,4.3,1392,https://www.labuenavida.be/spaanse-wijn/clos-de-l-obac/miserere/3517,3.5874398,,4.515703,1.507604,3.3331068,109.0
768733,Pomerol,0,555,1513,4.4,13504,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60CON15B,3.413901,,4.150578,1.6647604,3.4677076,429.0
779441,Vosne-Romanée 1er Cru 'Aux Malconsorts',0,3510,1709,4.5,681,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50SCVRM08B,4.2401404,,3.0330567,1.7638865,2.6187313,69.0
779523,Brunello di Montalcino,0,1796,2214,4.3,5596,https://www.colaris.com/catalog/product/view/id/47711,3.8391123,,3.3531468,1.6434323,3.6625977,327.0
779524,Brunello di Montalcino Riserva,0,1796,2214,4.5,665,https://www.colaris.com/catalog/product/view/id/47687,3.924417,,3.4411466,1.5341303,3.6004364,42.0
779852,Vin de Pays de l'Hérault,0,3077,1983,4.5,8933,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70GPGP13B,3.696465,,3.884239,1.8121092,3.4815395,663.0
1084002,Cuvée Impériale Châteauneuf-du-Pape,0,401,1936,4.3,1881,https://santewines.be/products/raymond-usseglio-imperiale-2018?variant=38946445787287,3.1300437,,4.6326103,1.6785597,2.8309696,78.0
1084039,Charmes-Chambertin Grand Cru,0,2204,1646,4.4,359,https://www.vinetiq.eu/nl-be/onze-wijnen/frankrijk/bourgogne/cotes-de-nuits/domaine-michel-magnien-gevrey-chambertin-aux-echezeaux-certifie-ab-biodynamic-2013.html,4.250017,,3.0639415,1.4393288,2.4363687,20.0
1098615,Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,0,3745,1270,4.4,1701,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50RACLM19B,3.190376,,3.8342528,1.9206604,,120.0
1098770,Pomerol,0,555,1283,4.4,7221,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60TRO19B,3.4038813,,4.1548076,1.6839123,3.5436969,227.0
1098850,Saint-Joseph,0,439,1382,4.3,3931,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70ROSJRCH18B,3.5058928,,4.200276,1.601572,3.270629,60.0
1098851,L'Hermitage,0,535,1382,4.6,8592,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70ROHRCH19B,3.5292687,,4.53303,1.64957,4.076523,97.0
1098981,Pomerol,0,555,1525,4.5,12214,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60FPE18B,3.3711822,,4.098032,1.801,3.4681149,294.0
1099118,Vecchie Vigne Brunello di Montalcino,0,1796,1587,4.3,3868,https://www.colaris.com/siro-pacenti-vecchie-vigne-brunello-di-montalcino-2015,3.9151838,,3.2229424,1.6577264,3.714271,225.0
1099259,Vosne-Romanée,0,2223,1672,4.3,1030,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ERVR18B,4.0248237,,2.8715613,1.9310017,2.5376325,107.0
1099373,Pomerol,0,555,1703,4.4,3509,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/pomerol/chateau-l-eglise-clinet/wn10288051/wn10288051,3.4342093,,4.230132,1.7766465,3.5694172,136.0
1099528,Chassagne-Montrachet 1er Cru 'La Maltroie',0,3720,1795,4.3,779,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=50FGCMM17B,3.3383968,,3.8680708,1.522193,,55.0
1099912,Chateauneuf-du-Pape Réserve des Célestins,0,401,1850,4.6,1633,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70HBCNPC11M,3.1329765,,4.498529,2.0052009,3.0196457,75.0
1100223,Pomerol,0,555,2035,4.4,3377,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60HOS09B,3.4431088,,4.2168126,1.763,3.444983,119.0
1100318,Toscana Il Pareto,0,394,2654,4.3,3195,https://www.vino.com/fr/dettaglio/toscana-igt-il-pareto-ambrogio-e-giovanni-folonari-2018.html?utm_medium=aggregatore&utm_source=vivino&utm_term=folonaripareto2018&utm_country=be&st=be&cr=eur,3.0065615,,3.6156473,1.8636947,3.0821085,251.0
1100367,Brunello di Montalcino Riserva,0,1796,2672,4.3,1825,https://www.colaris.com/catalog/product/view/id/47855,3.9223666,,3.3520935,1.5033569,3.7159452,57.0
1100474,Saint-Émilion Grand Cru,0,827,2696,4.4,1527,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-gr-cru/wn102060/wn102060,3.4871178,,4.149134,1.9018394,3.5239754,113.0
1100673,Les Grandes Places Côte-Rôtie,0,693,2164,4.4,1316,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/jean-michel-gerin/28118-jean-michel-gerin-les-grandes-places-cote-rotie.html?codice=PLG1705,3.8559096,,4.239091,1.984394,3.8541028,40.0
1100735,La Nieta,0,492,2744,4.6,4508,https://www.grandcruwijnen.nl/2020-paganos-la-nieta-magnum,3.6110392,,3.8039033,2.0053296,3.6623647,441.0
1100910,Vosne-Romanée Premier Cru Aux Reignots,0,3015,2788,4.6,645,https://hermanwines.com/products/vosne-romanee-reignots-liger-belair-2015-r-0-75l,4.042153,,3.087818,1.9560068,2.5516326,75.0
1101360,Le Bourg Saumur Champigny,1,773,2283,4.5,1264,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70CRSCRB09B,3.9739747,,3.3390675,2.005911,3.4819372,0.0
1101361,Les Poyeux Saumur Champigny,1,773,2283,4.5,2005,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70CRSCLP14B,3.9530256,,3.2606485,2.2080355,3.5094397,2.0
1104820,Continuum Estate,0,42,3765,4.6,6949,https://www.grandcruwijnen.nl/2013-continuum-proprietary-red-magnum,3.8341439,,4.751272,1.7110485,3.5678773,231.0
1105129,Charmes-Chambertin Grand Cru,0,2204,2548,4.4,277,https://www.grandcruwijnen.nl/2019-domaine-humbert-freres-charmes-chambertin-grand-cru,4.311975,,3.2901561,1.9073772,2.762556,35.0
1105696,Trebbiano d'Abruzzo,1,2735,283096,4.4,5834,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=30VATR09B,3.9287908,,3.347867,2.2671382,,359.0
1105697,Montepulciano d'Abruzzo,1,2734,283096,4.4,1398,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=30VAMA06B,3.9610875,,2.8323016,1.8085397,2.9395478,35.0
1106557,Côte Rôtie La Brocarde,0,693,3269,4.4,278,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/francois-villard/17947-francois-villard-cote-rotie-la-brocarde.html?codice=GHL097,3.8583148,,4.1685395,1.4756179,3.5617976,8.0
1107322,FAY Cabernet Sauvignon,0,25,3310,4.5,10840,https://www.wereldwijnonline.be/fay-cabernet-sauvignon-2018-usa-rode-wijn.html,3.3367584,,4.6357117,1.6258094,3.2626133,679.0
1107336,ARTEMIS Cabernet Sauvignon,0,25,3310,4.4,81351,https://www.wereldwijnonline.be/stags-leap-artemis-cabernet-sauvignon-usa-rode-wij.html,3.383825,,4.730513,1.6038561,3.286232,3174.0
1107342,S.L.V. Cabernet Sauvignon,0,25,3310,4.5,6560,https://www.wereldwijnonline.be/stags-leap-slv-cabernet-sauvignon-usa-rode-wijn.html,3.4074993,,4.6855555,1.5965983,3.3895879,424.0
1108737,Pomerol,0,555,176721,4.5,9531,http://www.vivino.com/wines/6987412,3.3779693,,4.1397324,1.6909002,3.4706314,279.0
1109332,Nuits-Saint-Georges 1er Cru Les Damodes,0,2230,9294,4.1,793,https://www.wijnig.nl/nuits-st-georges-1er-cru-les-damodes-2018.html,4.160488,,3.0698943,1.6620766,2.8115623,38.0
1109743,Serral del Vell Brut Nature,0,631,12264,4.3,2418,https://www.grandcruwijnen.nl/2015-recaredo-serral-del-vell-brut-nature-gran-reserva-in-giftbox,3.5424502,3.5726604,3.1494336,,,228.0
1112311,Saint-Émilion Grand Cru,0,827,4510,4.4,2829,https://www.wijnkooperijdelange.nl/Le-Dome/3954119,3.421822,,4.297691,1.663135,3.5166514,104.0
1115658,Saint-Julien (Grand Cru Classé),0,399,7637,4.3,33618,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60LPO16B,4.2215004,,3.847162,1.7608945,3.9169717,1016.0
1122276,Amarone della Valpolicella Classico,0,3237,6063,4.3,5450,https://www.seulementproduitsitaliens.be/vino/brunelli/10727-brunelli-amarone-della-valpolicella-classico.html?codice=BLN082,2.28621,,4.7466645,3.2302346,2.1888618,149.0
1122281,Campo del Titari Amarone della Valpolicella Classico Riserva,0,3237,6063,4.6,2946,https://www.vinio.nl/products/brunelli-campo-del-titari-amarone-della-valpolicella-classico-riserva-2017,2.2957995,,4.7766657,3.3925745,2.367429,126.0
1125189,Red Blend,0,721,121345,4.5,102,https://vinoscoop.be/products/el-principal-blend?_pos=1&_sid=5f371488a&_ss=r,3.0,,5.0,1.0952381,4.0,0.0
1125543,Pauillac (Grand Cru Classé),0,393,105199,4.4,39731,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/medoc/pauillac/chateau-pichon-comtesse-de-lalande/wn1013958/wn1013958,4.1554546,,4.054531,1.5896021,4.098894,1673.0
1125957,Brunello di Montalcino Riserva,0,1796,2801,4.4,306,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2002138,3.7429292,,3.415939,1.3216767,3.397212,20.0
1126447,Attunga 1865 Shiraz,0,444,1406,4.4,371,https://www.grandcruwijnen.nl/2018-kilikanoon-attunga-1865-shiraz,2.999023,,4.6937704,2.2782757,3.2360806,30.0
1127349,Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,0,4631,3286,4.7,9564,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40SASA02NDB,4.508223,4.3527966,3.999383,,,1119.0
1127704,Amarone della Valpolicella Classico Riserva (Sergio Zenato),0,3237,1583,4.5,9963,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202017,2.2202897,,4.8085294,3.317101,2.303083,234.0
1127795,Château Margaux (Premier Grand Cru Classé),0,384,1319,4.6,45350,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60MAR60B,4.170338,,3.6746032,1.6031541,3.8258963,1060.0
1128189,Chambertin Clos de Bèze Grand Cru,0,2202,1537,4.4,983,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50BCCCB19B,4.0507774,,3.0423214,1.7697161,2.7508845,92.0
1128526,Chapelle d'Ausone Saint-Émilion Grand Cru,0,827,11714,4.4,1086,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-premier-gr-cru-classe-a/la-chapelle-d-ausone/WN10224601/WN10224601,3.4394982,,4.140289,1.6023306,3.4600708,77.0
1129440,Old Vines Primitivo di Manduria,0,2753,223950,4.4,20904,http://www.vivino.com/wines/160148272,1.824051,,4.042379,3.1212282,2.3452597,554.0
1130208,Barolo Riserva Bricco Boschis Vigna San Giuseppe,0,504,1769,4.3,4030,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00CAVGR16M,4.575484,,3.9548502,1.718982,4.4499836,301.0
1130300,Amarone della Valpolicella,0,1804,12915,4.4,2680,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202781,2.2797103,,4.7653646,3.3443024,2.3928275,99.0
1131353,Carabantes Syrah,0,1573,12996,4.2,4523,https://vinoscoop.be/products/von-siebenthal-carabantes-syrah?_pos=2&_sid=dfc44b587&_ss=r,2.6460416,,4.7210617,1.8499508,2.9519954,221.0
1131354,Montelìg,0,1573,12996,4.4,2905,https://vinoscoop.be/products/von-siebenthal-montelig-blend?_pos=1&_sid=b399cfee8&_ss=r,3.1128125,,4.594468,1.7488612,3.4917915,143.0
1131355,Toknar,0,1573,12996,4.4,2033,https://vinoscoop.be/products/von-siebenthal-toknar-petit-verdot?_pos=1&_sid=428afa275&_ss=r,,,,,,
1132939,Chambertin Grand Cru,0,2201,4440,4.4,2542,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50TRCH19M,4.2264743,,3.0739026,1.7182577,2.7263403,200.0
1133151,Vieille Vigne Griottes-Chambertin Grand Cru,0,2205,12574,4.5,257,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50DFGCVV10B,4.1788754,,3.019984,1.564988,2.5798235,43.0
1134527,Falletto Barbaresco Asili,0,722,1347,4.4,3450,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GIAS15B,4.7242866,,3.6447515,1.6401669,4.036474,127.0
1134557,Falletto Barolo Le Rocche del Falletto,0,504,1347,4.5,1883,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GIRF15B,4.6375737,,3.6738417,1.6728317,4.315218,145.0
1134562,Falletto Barolo Le Rocche del Falletto Riserva,0,504,1347,4.6,622,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GIRF12M,4.675603,,3.7589545,1.9755139,4.443436,56.0
1134803,Châteauneuf-du-Pape,0,401,1298,4.4,38998,https://www.grandcruwijnen.nl/2020-chateau-de-beaucastel-chateauneuf-du-pape-rouge,3.1016986,,4.6371837,1.724843,2.8933873,1431.0
1134925,Chambolle-Musigny Les Baudes,0,3016,227850,4.2,525,https://hermanwines.com/products/chambolle-1c-baudes-gagey-jadot-2015-r-1-5l-1,4.360476,,2.918912,1.5560156,2.7171526,24.0
1135215,Sauternes (Premier Grand Cru Classé),0,432,176720,4.4,19239,https://www.douchywebshop.com/wijnen/witte-wijnen/chateau-rieussec-sauternes-2009,4.339853,,4.7666783,4.874369,,406.0
1135626,Bolgheri Superiore,0,3345,138255,4.4,8918,https://www.vanoudsdezwaan.nl/tenuta-argentiera-bolgheri-superiore.html,3.4904468,,3.9346323,1.6207539,3.9326518,270.0
1135641,Alexander Valley Cabernet Sauvignon,0,100,528,4.4,46066,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/silver-oak/18024-silver-oak-alexander-valley-cabernet-sauvignon.html?codice=GHL172-2017,2.9983644,,4.7117715,1.465726,3.3149757,1655.0
1135642,One Point Five Cabernet Sauvignon,0,88,1320,4.5,16341,https://www.grandcruwijnen.nl/2018-shafer-vineyards-napa-valley-one-point-five-1,3.6205707,,4.792717,1.615925,3.4699059,442.0
1136930,Grange,0,7,1305,4.7,24356,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=80PEPE17B,3.046586,,4.7070417,2.106661,3.2378497,505.0
1136945,Vintage Port,0,718,13983,4.3,1076,https://www.grandcruwijnen.nl/2007-quinta-do-vale-do-meao-vintage-port,2.9216812,,4.3775697,4.767169,,29.0
1136950,Comtes de Champagne Blanc de Blancs,0,409,1285,4.5,27449,http://www.vivino.com/wines/2214882,4.404773,4.298936,3.9023156,,,3656.0
1138019,Georges De Latour Private Reserve Cabernet Sauvignon,0,25,1334,4.4,12652,http://www.vivino.com/wines/156095222,3.3221471,,4.675551,1.6130458,3.3315527,892.0
1138262,Barolo Riserva Granbussia,0,504,10917,4.5,1728,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1900898,4.5848675,,3.7970767,1.7309649,4.342974,85.0
1139286,Campo León Amarone della Valpolicella,0,1804,14617,4.4,7778,https://www.seulementproduitsitaliens.be/vino/latium-morini/8128-latium-morini-campo-leon-amarone-della-valpolicella.html?codice=EPR084-2017,2.328538,,4.733995,3.2609541,2.2959945,268.0
1139434,Tinto,0,405,14607,4.4,65625,https://www.grandcruwijnen.nl/2020-pago-de-carraovejas,3.5793161,,3.9910455,1.8429217,3.4551678,5059.0
1141421,Dolç de L'Obac,0,463,2460,4.4,440,https://www.labuenavida.be/spaanse-wijn/clos-de-l-obac/dolc-de-l-obac/3514,,,,,,
1142817,Côtes du Rhône,0,429,15576,4.3,8196,https://www.wijnig.nl/chateau-des-tours-cotes-du-rhone-2016.html,3.3747108,,3.5550003,1.8865546,2.9252746,717.0
1142819,Vacqueyras,0,500,15576,4.3,3412,https://www.wijnig.nl/chateau-des-tours-vacqueyras-2011.html,3.4521956,,3.8238244,1.9571805,3.1417801,288.0
1144227,Cabernet Sauvignon,0,25,1258,4.4,2830,https://www.grandcruwijnen.nl/2019-forman-napa-valley-cabernet-sauvignon,3.3871844,,4.585916,1.6591489,3.4296417,225.0
1145391,Cabernet Sauvignon,0,327,1303,4.6,5927,https://www.grandcruwijnen.nl/2018-quilceda-creek-cabernet-sauvignon-columbia-valley,3.8848352,,3.9944737,1.64487,3.9140685,133.0
1145499,Mongovone Barbera d'Asti Superiore,0,1829,13261,4.3,2771,https://www.heerlyckheid.be/product/elio-perrone-barbera-dasti-mongovone-superiore-2020/,3.4402444,,3.7556357,2.1969864,2.233243,144.0
1146850,Barolo Riserva Monprivato Cà d'Morissio,0,504,15356,4.6,588,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00MGCM12B,4.6706405,,3.6972122,1.4942112,4.506091,47.0
1148246,Tenuta Montebello Picconero,0,394,15233,4.4,2011,https://www.baetenvinopolis.be/nl/shop/italie/toscane/tolaini/rood/tolaini-picconero,3.0374305,,3.5187986,1.8024508,3.1008515,169.0
1148298,Brut Rosé Champagne,0,409,2471,4.4,21147,https://www.topwijnen.be/nl/product/wijnen/frankrijk/champagne/montagne-de-reims/reims/wn8003801/wn8003801,4.180463,4.260418,3.7804067,,,2277.0
